id,name,category,price_amount,price_currency,summary,copyrights,artist,image_url,itunes_medium_id,created_at,updated_at
803,"パイレーツ・オブ・カリビアン/最後の海賊 (字幕/吹替)","映画",2500,JPY,"かつて、海賊撲滅に情熱を捧げるスペイン人将校がいた。彼の名はサラザール。まだ少年だったジャック・スパロウにハメられ、彼は“海の死神”として<魔の三角海域>に幽閉されてしまう。時が流れ、ついに自由を得たサラザールは、死者の軍団を率いて海賊撲滅とジャックへの復讐を誓う。ついに海賊全滅へのカウントダウンが始まったのだった。ジャックがサラザールの復讐から逃れる方法はただ一つ。どんな呪いも解くことができ、しかも<最後の海賊>のみが見つけ出せるという伝説の秘宝、<ポセイドンの槍>を手に入れること。かつてジャックと冒険を共にしたウィル・ターナー、その息子ヘンリー、女性天文学者カリーナ、宿敵バルボッサなど、様々な運命が交差し始める。サラザールの脅威が迫る中、最後に宝を手に入れるのはいったい誰か? そして、ジャックVS海の死神の決戦の行方は?全ての謎が明かされる<最後の冒険>が、ついに幕を開ける!",,"Joachim Rønning & Espen Sandberg",http://is2.mzstatic.com/image/thumb/Video118/v4/2f/ca/68/2fca684e-2ac3-9ff4-3aaf-388e6c9d25e1/pr_source.jpg/170x170bb-85.jpg,1275421847,"2017-11-21 18:17:10.335337","2017-11-21 18:17:10.335337"
804,"スパイダーマン：ホームカミング  (字幕/吹替)","映画",2500,JPY,"ベルリンでのアベンジャーズの戦いに参加し、大興奮していたスパイダーマン＝ピーター・パーカー(トム・ホランド)。昼間は普通の高校生としてスクールライフをエンジョイし、放課後は憧れのアイアンマン=トニー・スターク(ロバート・ダウニー・Jr)から貰った特製スーツに身を包み、NYの街を救うべくパトロールの日々。ある日、スタークに恨みを抱く“バルチャー”（マイケル・キートン）が、巨大な翼を装着しNYを危機に陥れる。アベンジャーズに任せておけというスタークの忠告も聞かず、ピーターは一人戦いに挑むが・・・。",,"Jon Watts",http://is5.mzstatic.com/image/thumb/Video118/v4/e9/0d/b8/e90db884-7c47-540e-259e-5e975ec41c69/SPE_SPIDER-MAN_HOMECOMING_JAPAN_JP_ARTWORK_JA-JP_2000x3000_VMMI7000000HB.lsr/170x170bb-85.jpg,1243195844,"2017-11-21 18:17:10.373415","2017-11-21 18:17:10.373415"
805,"オーシャンズ11(字幕版)","映画",1500,JPY,"4年の刑期を終え、仮釈放されたカリスマ窃盗犯ダニー･オーシャンは、すでに次なる標的を決めていた。それは、ホテル王ベネディクトが経営するラスベガスの3大カジノ“ベラージオ”“ミラージュ”“MGMグランド”の巨大地下金庫に眠る総額1億5000万ドル！計画遂行のためにオーシャンがスカウトしたのは、頭の切れるいかさまトランプ師ラスティーをはじめ、スリの達人ライナス、爆破の達人バシャー、元カジノ･オーナーのルーベン、メカに強いバージル&ターク兄弟、カード･ディーラーのフランク、元詐欺師で変装の達人ソール、配線のプロであるリビングストン、アクロバットの達人で中国系アメリカ人イエン。かくして11人のスペシャリストたちによる犯罪ドリームチームが誕生した！",,"スティーブン・ソダーバーグ",http://is4.mzstatic.com/image/thumb/Video/55/aa/8e/mzl.rtqxrbgl.jpg/170x170bb-85.jpg,397614878,"2017-11-21 18:17:10.379626","2017-11-21 18:17:10.379626"
806,"アトラクション -制圧- (字幕/吹替)","映画",2500,JPY,"ロシア、流星群のニュースが話題になっているチェルタノヴォの街に降り注いだのは、巨大な球体の宇宙船だった！街を次々になぎ倒し、不時着する宇宙船。軍が現場に急行すると、そこには奇妙なエイリアンの姿が確認される。一方、この墜落事故により親友を失ったユリヤが、ボーイフレンドらと共に、エイリアン捕獲のために墜落現場へと向かうことに。しかし、荒れ果てた現場に現れたエイリアンは、人間と見分けがつかない姿をしているどころか、高所で足を踏み外したユリヤを助ける優しさを見せる――。しかし、その間にもエイリアンの捕獲のために軍は兵力を増して二人に迫り、遂に人類VSエイリアンの一世一代の闘いが始まる！",,"フョードル・ボンダルチューク",http://is2.mzstatic.com/image/thumb/Video118/v4/07/8e/f8/078ef88a-b41c-b983-7f48-703cabbf86ee/Presidio_01_0088_poster.jpg/170x170bb-85.jpg,1296161625,"2017-11-21 18:17:10.387607","2017-11-21 18:17:10.387607"
807,"ワンダーウーマン (字幕/吹替)","映画",2500,JPY,"2017年ー最強の美女戦士が来る！！ワンダーウーマン。それは、バットマンが[地球上で最強]と認めた、アメコミ界ぶっちぎりの美女戦士。プリンセスにして、地球最高レベルの強さと美しさを兼ね備えたスーパーヒ―ロー。しかし、外の世界を一切知らず、男性を見たことすらない。そんな彼女は、初めての世界で何を見て、何のために戦うのか？新次元のスーパーヒ―ローが世界を席巻する！",,"Patty Jenkins",http://is3.mzstatic.com/image/thumb/Video128/v4/5a/a0/67/5aa067bf-9909-fda6-a7fd-a553460cb6a6/Wonder_Woman.jpg/170x170bb-85.jpg,1235765633,"2017-11-21 18:17:10.394111","2017-11-21 18:17:10.394111"
808,"パトリオット・デイ (字幕/吹替)","映画",2500,JPY,"2013年4月15日。殺人課の刑事トミー(マーク・ウォルバーグ)は朝からボストンマラソンの警備に駆り出されていた。オリンピックの次に歴史の古いこのマラソン大会は、毎年祝日である“愛国者の日”に開催され、117回目を迎えるこの日も50万人の観衆で賑わっていた。次々と走者がゴールし最高潮の盛り上がりの最中、トミーの背後で突如大爆発が起こる。歓声は悲鳴に変わり、煙が立ち込める中に血を流した負傷者たちが折り重なって倒れていた。トミーらボストン警察は事態が飲みこめないまま必死の救護活動にあたる。そして、到着したFBI捜査官リック(ケヴィン・ベーコン)が現場を慎重に観察し「これはテロだ」と断言した。テロだとFBIに管轄が移る。犯人に対する怒りがふつふつと湧き上がっていたトミーは歯ぎしりをするが、病院を回って負傷者たちの話を丁寧に聞いてまわるのだった。やがて監視カメラに映る不審な“黒い帽子の男”と“白い帽子の男”が容疑者として浮上する・・。",,"Peter Berg",http://is2.mzstatic.com/image/thumb/Video118/v4/49/d6/a2/49d6a280-f8ac-0c9f-8263-0231074e6d8d/KF0009.jpg/170x170bb-85.jpg,1277102257,"2017-11-21 18:17:10.400367","2017-11-21 18:17:10.400367"
809,"トランスフォーマー／最後の騎士王 (字幕/吹替)","映画",2500,JPY,"監督マイケル･ベイと製作総指揮スティーブン･スピルバーグが、さらに強力で破壊的なトランスフォーマーを放つ。地球を破壊し、サイバトロン星を蘇らせようとするオプティマス･プライム。偉大なるヒーローが地球の最も恐ろしい敵と化してしまう。バンブルビーとケイド･イェーガー（マーク･ウォールバーグ）は人類を滅亡から救うため、オートボットを率いて、かつての仲間に立ち向かい、究極の戦いを繰り広げる。",,"Michael Bay",http://is3.mzstatic.com/image/thumb/Video118/v4/aa/a5/69/aaa569af-281e-c477-ac90-813a24d4ead9/pr_source.lsr/170x170bb-85.jpg,1245801358,"2017-11-21 18:17:10.406874","2017-11-21 18:17:10.406874"
810,"カーズ/クロスロード (字幕/吹替)","映画",2500,JPY,"華々しく活躍してきた天才レーサーで最強のチャンピオン、ライトニング・マックィーン。しかし、ベテラン・レーサーの彼を待ち受けていたのは、最新テクノロジーを追求した次世代レーサー、ジャクソン・ストームだった。そして、ストームとのバトルで焦ったマックィーンは、レースで大事故を起こしてしまう・・・。マックィーンは再びレースに出るために、レーサーに憧れ夢を諦めた過去を持つトレーナー、新たな仲間のクルーズ・ラミレスと、最新のトレーニング・マシンで鍛え始める。果たしてマックィーンは、再びレースに戻れるのか・・・？ディズニー/ピクサーが贈る、シリーズ最高傑作！",,"Brian Fee",http://is4.mzstatic.com/image/thumb/Video118/v4/f3/59/8c/f3598ce0-8f30-8fe5-903c-30cc6c915b08/pr_source.jpg/170x170bb-85.jpg,1282759269,"2017-11-21 18:17:10.412809","2017-11-21 18:17:10.412809"
811,"君の名は。","映画",2500,JPY,"千年ぶりとなる彗星の来訪を一か月後に控えた日本。田舎町に暮らす女子高校生・三葉は憂鬱な毎日を過ごしていた。ある日、自分が男の子になる夢を見る。見覚えのない部屋、見知らぬ友人、目の前に広がるのは東京の街並み。都会での生活を満喫する三葉。一方、東京で暮らす男子高校生・瀧も奇妙な夢を見た。行ったこともない山奥の町で、自分が女子高校生になっているのだ。繰り返される不思議な夢、明らかに抜け落ちている記憶と時間。二人はお互いが入れ替わっていることに気付く。何度も入れ替わる事に戸惑いながらも、現実を少しずつ受け止める二人。残されたお互いのメモを通して、状況を乗り切っていく。しかし、気持ちが打ち解けてきた矢先、突然入れ替わりが途切れてしまう。自分たちが特別に繋がっていたことに気付いた瀧は、三葉に会いに行こうと決心。辿り着いた先には、意外な真実が待ち受けていた…。",,"新海誠",http://is1.mzstatic.com/image/thumb/Video51/v4/ae/36/19/ae361972-c904-f525-73a5-ec7094c758bd/YourName_iTunes_poster.lsr/170x170bb-85.jpg,1229969443,"2017-11-21 18:17:10.419158","2017-11-21 18:17:10.419158"
812,"ザ・マミー：呪われた砂漠の王女 (字幕/吹替) (2017)","映画",2500,JPY,"米軍関係者のニックと考古学者のジェニーは中東の地下空間に隠された巨大な棺を発見。調査のため棺を輸送するが、想定外の事態に陥り飛行機は墜落。即死のはずのニックが目を覚ますと、無傷で遺体安置所に横たえられていた。ニックは棺の行方を捜すため、その場を後にする。同じころ飛行機が墜落した場所では、古代にファラオから裏切られ邪悪なモンスターと化し封印された王女アマネットが、復讐のため復活しようとしていた。",,"Alex Kurtzman",http://is1.mzstatic.com/image/thumb/Video118/v4/6e/4e/33/6e4e33d1-6ff8-04d0-a7a4-008ba8d11012/02474_MLJP_JP_TheMummy_2000x3000.lsr/170x170bb-85.jpg,1280448637,"2017-11-21 18:17:10.425764","2017-11-21 18:17:10.425764"
813,"ワイルド・スピード ICE BREAK (字幕/吹替)","映画",2500,JPY,"長い逃亡生活と、史上最悪の敵との激しい戦いを終え、ドミニク、レティ、ローマンら、固い絆で結ばれた“ファミリー”は束の間の日常を味わっていた。しかし、誰よりもファミリーを大切にしてきたドミニクのまさかの裏切りによって、ホブスは投獄され、ファミリーは崩壊の危機に直面する。残されたレティやローマンたちは、ドミニクの裏切りの背後に謎の女サイバーテロリストが関係している事を突き止め、ドミニクを取り戻そうと試みるも、ファミリーの大黒柱で史上最強のドライバーでもある彼に、誰もかなうはずがなかった。彼らに残された最終手段は、ファミリー最大の敵だったはずのデッカート・ショウと手を組む事だった… 果たして、ファミリーの運命は！？",,"F. Gary Gray",http://is5.mzstatic.com/image/thumb/Video118/v4/ac/7c/78/ac7c78f7-caa3-77bc-d1cd-e9f4613442e2/pr_source.lsr/170x170bb-85.jpg,1256071524,"2017-11-21 18:17:11.971266","2017-11-21 18:17:11.971266"
814,"ハクソー・リッジ(字幕/吹替)","映画",2500,JPY,"緑豊かなヴァージニア州の田舎町で育ったデズモンド・ドスは、第2次世界大戦が激化する中、陸軍への志願を決める。先の大戦で心に深い傷を負った父からは反対され、恋人のドロシーは別れを悲しむが、デズモンドの決意は固かった。だが、訓練初日から、デズモンドのある“主張”が部隊を揺るがす。衛生兵として人を救いたいと願うデズモンドは、「生涯、武器には触らない」と固く心に誓っていたのだ。上官と仲間の兵士たちから責められても、デズモンドは頑として銃をとらない。とうとう軍法会議にかけられるが、思いがけない助けを得て、主張を認められたデズモンドは激戦地の〈ハクソー・リッジ〉へ赴く。そこは、アメリカ軍が史上最大の苦戦を強いられている戦場だった。1歩、足を踏み入れるなり目の前で次々と兵士が倒れて行く中、遂にデズモンドの〈命を救う戦い〉が始まる──。",,"Mel Gibson",http://is2.mzstatic.com/image/thumb/Video118/v4/d8/5b/2d/d85b2d75-1bd0-4d78-59f7-5612560710f7/KF00010.jpg/170x170bb-85.jpg,1275148524,"2017-11-21 18:17:11.976389","2017-11-21 18:17:11.976389"
815,"ケープタウン(字幕版)","映画",2500,JPY,"南アフリカ、ケープタウンで元ラグビー選手の娘が殺された。2人の刑事、ブライアンとアリが少女の足取りをたどると、ある薬物の売人と会っていたことが分かる。その薬物は、最近頻繁に起こる「児童失踪事件」の現場にも残されていたものだった。薬物の恐ろしい成分が明らかになると、一連の事件は組織的陰謀の表層に過ぎないことがわかってくる。そこには、この街に潜む根深い闇が関係していた…",,"ジェローム・サル",http://is5.mzstatic.com/image/thumb/Video6/v4/81/d3/84/81d384cc-611f-1565-8823-6a59b0a72453/KWX1703_001.jpg/170x170bb-85.jpg,962754605,"2017-11-21 18:17:13.058534","2017-11-21 18:17:13.058534"
816,"裏切りの獣たち(字幕版)","映画",2500,JPY,"上司の汚職を知り、腐敗した警察に絶望した潜入捜査官チリとバックアップ役の相棒シューズ。2年間の危険な任務を終えても何の報酬も得られず、このままでは一生出世することも生活が楽になることもないと悟った彼らは、なんと一攫千金を狙い、危険極まりない凶悪なギャングたちが集まる強盗団に潜入、犯罪の片棒をかつぐことに!誰も殺さずに金を奪い取る。それは簡単な計画のはずだったのだが…。",,"ドノヴァン・マーシュ",http://is2.mzstatic.com/image/thumb/Video3/v4/76/86/2f/76862fa4-024c-2047-4c76-ff31ee8aa79a/KWX1621_001_poster.jpg/170x170bb-85.jpg,942468594,"2017-11-21 18:17:13.065946","2017-11-21 18:17:13.065946"
817,"ケープタウン(日本語吹替版)","映画",2500,JPY,"南アフリカ、ケープタウンで元ラグビー選手の娘が殺された。2人の刑事、ブライアンとアリが少女の足取りをたどると、ある薬物の売人と会っていたことが分かる。その薬物は、最近頻繁に起こる「児童失踪事件」の現場にも残されていたものだった。薬物の恐ろしい成分が明らかになると、一連の事件は組織的陰謀の表層に過ぎないことがわかってくる。そこには、この街に潜む根深い闇が関係していた…",,"ジェローム・サル",http://is1.mzstatic.com/image/thumb/Video3/v4/73/cf/a4/73cfa41e-8cea-5884-2c23-98a273db6ff5/KWX1703_002.jpg/170x170bb-85.jpg,962847989,"2017-11-21 18:17:13.072829","2017-11-21 18:17:13.072829"
818,"裏切りの獣たち(日本語吹替版)","映画",2500,JPY,"上司の汚職を知り、腐敗した警察に絶望した潜入捜査官チリとバックアップ役の相棒シューズ。2年間の危険な任務を終えても何の報酬も得られず、このままでは一生出世することも生活が楽になることもないと悟った彼らは、なんと一攫千金を狙い、危険極まりない凶悪なギャングたちが集まる強盗団に潜入、犯罪の片棒をかつぐことに!誰も殺さずに金を奪い取る。それは簡単な計画のはずだったのだが…。",,"ドノヴァン・マーシュ",http://is5.mzstatic.com/image/thumb/Video1/v4/62/1f/4d/621f4d15-50ed-1f4b-2889-3c6a4d275bce/KWX1621_002_poster.jpg/170x170bb-85.jpg,942483220,"2017-11-21 18:17:13.079235","2017-11-21 18:17:13.079235"
819,"アフリカン・ネイチャー(字幕版)","映画",2500,JPY,"気候変動と人口増加により自然破壊が進むなか、かろうじて手つかずの自然が残るアフリカの自然保護区。大西洋岸のナミビアの砂丘から、オカバンゴ・デルタ(三角州)、ヴィクトリアの滝、セレンゲティ、ンゴロンゴロ・クレーターを経てアフリカ最高峰の山キリマンジャロまで、気球とジープで移動する壮大な旅。道中、希少なクロサイ、世界最速の肉食獣チーター、目の前に迫るライオンやゾウ。ヒョウ、カバ、ヌー、シマウマ、バファロー等多くの動物が登場。",,"トニー・メイラム",http://is3.mzstatic.com/image/thumb/Video2/v4/31/c9/2b/31c92b7b-237d-2c6e-b26c-bb0c3610318c/African_Safari.jpg/170x170bb-85.jpg,902384794,"2017-11-21 18:17:13.097049","2017-11-21 18:17:13.097049"
820,"Playing In Savage Paradise","映画",1400,JPY,"Hugo van Larwick, the world’s best nature and wildlife filmmaker’s Playing in Savage Paradise journeys through Africa’s most famous park, the Serengeti. From the unusual to the common, life on the great plain is portrayed with spectacular footage of birth, play, pursuit and defeat -all creating an intimate view of the animals living in the Serengeti. With breathtaking scenery accompanied by stirring music, it is an intimate view of different lives and life forms of the Serengeti.",,"Hugo van Larwick",http://is5.mzstatic.com/image/thumb/Video3/v4/0a/3d/42/0a3d4292-71fb-b460-bc4d-8833961ae130/BLX_OD_992-en.jpg/170x170bb-85.jpg,976437554,"2017-11-21 18:17:13.102106","2017-11-21 18:17:13.102106"
821,"My Backyard, The Serengeti","映画",1100,JPY,"Documentary following the world's best nature and wildlife film maker, Hugo van Larwick- and his team- during the production of the nature film 'Serengeti Symphony' in the Serengeti National Park, in Tanzania.",,"Hans Bosscher",http://is5.mzstatic.com/image/thumb/Video3/v4/6f/27/33/6f273389-c90f-f540-28a7-0df7a3848486/BLX_OD_991-en-GB.jpg/170x170bb-85.jpg,980490085,"2017-11-21 18:17:13.107649","2017-11-21 18:17:13.107649"
822,"Addo: The African King","映画",1100,JPY,"Addo - The African King follows the harsh and competitive life of Addo, a male lion born into a successful pride. In his early days, life in the pride is easy and food is plentiful. In his second year, the rains fail to come and his life changes forever. Food becomes scarce and tension spreads through the pride. Competition is fierce. When two strange males invade, life, as Addo knows it, is over and he is forced to flee. Alone and inexperienced, Addo’s wanderings take him on a journey of life or death. Africa is a cruel teacher, and he must learn to survive in a difficult and dangerous world. After many miles and many fights, Addo comes across another wandering lion and they make a pact. Together they brave the ruthless existence that living in the wilderness brings forth. Addo and his companion are the fortunate ones, through cunning and skill, they achieve their greatest aim--to take over a pride and father cubs. Through astoundingly beautiful images, Addo - The African King reveals the real and unpolished story of the harsh power struggle in the world of beasts.",,"Hugo van Lawick",http://is4.mzstatic.com/image/thumb/Video5/v4/cb/07/32/cb07329c-c31e-7e8e-ac7b-be05cad69a34/BLX_OD_989-en-US.jpg/170x170bb-85.jpg,976540203,"2017-11-21 18:17:13.112626","2017-11-21 18:17:13.112626"
823,"機動戦士ガンダム サンダーボルト BANDIT FLOWER","映画",2500,JPY,"イオとの死闘を制したダリルは、ジオン残党軍の一員として地球にいた。彼は奪われたサイコ・ザクの情報を得るための諜報任務に就いていたのだ。一方、新たな仲間と共に「サンダーボルト作戦」に参加したイオの前に、南洋同盟国境守備隊隊長を名乗るペール中佐が立ち塞がる。海中で、氷原で、密林で繰り広げられる、ジオン、連邦、南洋同盟、三つ巴のモビルスーツ戦。戦争はまだ、終わってはいなかった――。",,"松尾衡",http://is4.mzstatic.com/image/thumb/Video118/v4/cc/bb/9f/ccbb9f1e-6f80-5c16-9e9c-cc9495758903/5818_0001_poster.jpg/170x170bb-85.jpg,1299087325,"2017-11-21 18:17:17.250466","2017-11-21 18:17:17.250466"
824,"この世界の片隅に","映画",2500,JPY,"すずは、広島市江波で生まれた絵が得意な少女。昭和19年、20キロ離れた町・呉に嫁ぎ18歳で一家の主婦となったすずは、あらゆるものが欠乏していくなかで、日々の食卓を作り出すために工夫を凝らす。だが、戦争は進み、日本海軍の根拠地だった呉は、幾度もの空襲に襲われる。すずが大事に思っていた身近なものが奪われてゆく。それでもなお、毎日を築くすずの営みは終わらない。そして、昭和20年の夏がやってきた。",,"片渕須直",http://is3.mzstatic.com/image/thumb/Video118/v4/76/15/eb/7615eb2a-b058-2cd7-3583-36121a0a84c1/pr_source.lsr/170x170bb-85.jpg,1168956089,"2017-11-21 18:17:17.257729","2017-11-21 18:17:17.257729"
825,"ひるね姫 ～知らないワタシの物語～","映画",2500,JPY,"岡山県倉敷市で父親と二人暮しをしている森川ココネ。何の取り柄も無い平凡な女子高生の彼女は、ついつい居眠りばかり。そんな彼女は最近、不思議なことに同じ夢ばかり見るようになる。考えなければいけないことがたくさんある彼女は寝てばかりもいられない。無口で無愛想なココネの父親は、そんな彼女の様子を知ってか知らずか、自動車の改造にばかり明け暮れている。2020年、東京オリンピックの3日前。突然父親が警察に逮捕され東京に連行される。どうしようもない父親ではあるが、そこまでの悪事を働いたとはどうしても思えない。ココネは次々と浮かび上がる謎を解決しようと、おさななじみの大学生モリオを連れて東京に向かう決意をする。その途上、彼女はいつも自分が見ている夢にこそ、事態を解決する鍵があることに気づく。夢とリアルをまたいだ不思議な旅に出るココネ。それは彼女にとって思いがけず、“知らないワタシ”を見つける旅でもあった。",,"神山健治",http://is2.mzstatic.com/image/thumb/Video118/v4/98/e8/b1/98e8b10d-7e2b-9b24-eb0b-c9b7386dfb8f/pr_source.lsr/170x170bb-85.jpg,1271913005,"2017-11-21 18:17:17.265044","2017-11-21 18:17:17.265044"
826,"機動戦士ガンダム サンダーボルト DECEMBER SKY","映画",2500,JPY,"「機動戦士ガンダム サンダーボルト」全4話に新作カットを加えたディレクターズカット版。宇宙世紀0079、地球連邦とジオン公国が戦った一年戦争の末期。サイド4のスペース  コロニー群、ムーアはジオン軍の攻撃により破壊され、多くの住人が命を落とした。破壊されたコロニーや、撃沈された戦艦の残骸が無数に漂う暗礁宙域では、ぶつかり合い帯電したデブリによって絶えず稲妻が閃くようになり、いつしかそこは、『サンダーボルト宙域』と呼ばれるようになった。ムーア市民の生き残りで構成された地球連邦軍所属部隊、ムーア同胞団は、故郷であったサンダーボルト宙域の奪還を悲願とし、宙域のジオン軍を殲滅せんとしていた。連邦の進軍を足止めせんとするジオン軍も、義肢兵の戦闘データ採取を目的に設立されたリビング・デッド師団を展開。ムーア同胞団に所属しながら、故郷や自身の出自に束縛される事を疎ましく思うイオ・フレミングと、過去の戦闘により両足を失い、今はリビング・デッド師団でエーススナイパーとして活躍するダリル・ローレンツは、戦場で対峙した時、互いに悟るのだった。ふたりは、殺し合う宿命なのだと……。",,"松尾衡",http://is2.mzstatic.com/image/thumb/Video50/v4/e5/8f/a5/e58fa523-b727-55ac-aca2-f4d33f1f08d9/5206_0001_poster.jpg/170x170bb-85.jpg,1123921332,"2017-11-21 18:17:17.275355","2017-11-21 18:17:17.275355"
827,"アラジン (吹替版)","映画",2500,JPY,"貧しいけれど清い心を持った青年アラジンが手に入れた魔法のランプをこすると飛び出したのは、パフォーマンスあり、ジョークあり、そして願いごとをかなえてくれるというとっても愉快な魔人のジーニー。ところが邪悪な右大臣ジャファーも、魔法のランプを手に入れようと狙っています。アラジンがジャファーをやっつけ、自由奔放な王女ジャスミンとの恋を実らせるには、恐れずにありのままの自分でなければなりません。この願いだけは、ジーニーにもかなえられないのです。アカデミー賞(R)に輝く「ホール・ニューワールド」をはじめとする美しいミュージカルナンバーにのせて綴る、息つく間もなくスリリングなディズニーのファンタジーの世界を、いつでも、何度でも繰り返してお楽しみください。",,"ロン・クレメンツ",http://is4.mzstatic.com/image/thumb/Video/4d/33/4a/mzi.lvhxbamn.jpg/170x170bb-85.jpg,445199591,"2017-11-21 18:17:17.283674","2017-11-21 18:17:17.283674"
828,"怪盗グルーの月泥棒 (吹替版)","映画",1500,JPY,"世界中で大ヒット！月まで届くアトラクション・ムービー登場！子どもは笑って大人は泣いて。「アイス・エイジ」のスタッフが贈るハートフルアドベンチャー！■全米興行オープニングNo.1の大ヒット！ アニメーション全米ランキング、「トイ・ストーリー2」を抜いて歴代10位。■世界37カ国でもＮo.1！全世界興収＄5億を突破の大記録を達成し、世界を圧倒！■日本でも初登場第2位！興収10億を超える大ヒットを記録！史上最大級の泥棒を企むグルーと、バナナでできた仲間のミニオンたちは“月を盗む”という壮大な計画を企てる。その計画には〈縮ませ光線〉という光線銃が必要だったが、ライバルの泥棒であるベクターに盗まれてしまう。グルーは、クッキーを売るためにベクターの家に出入りしている養護施設の三姉妹に目を付け、彼女たちを利用するために養女として引き取ることになるが・・・",,"クリス・ルノー & ピアー・コフィン",http://is4.mzstatic.com/image/thumb/Video/38/be/bc/mzi.xhefozmr.jpg/170x170bb-85.jpg,420840305,"2017-11-21 18:17:17.296435","2017-11-21 18:17:17.296435"
829,"モンスターズ・インク (吹替版)","映画",2500,JPY,"モンスター・シティ最大の会社、モンスターズ株式会社。仕事はシティのエネルギー源である子供たちの悲鳴を集める事。サリーとパートナーで大親友のマイクとのコンビは完璧。だが実はモンスターの方こそ子供たちを心底怖がっていた。彼らは人間の子供は有毒だと信じ、例え靴下一枚でもシティへの持込みを禁じた。そして歴史を揺るがす大事件は突然起こった。仕事を終えたサリーの前に小さな人間の女の子が立っていのだ！会社に知られれば自分たちも隔離されるためサリーとマイクは追跡を逃れこっそり少女を人間界に戻そうとするが。",,Pixar,http://is3.mzstatic.com/image/thumb/Video/v4/20/31/75/203175a0-a107-93cc-7c10-8616b89bfe78/mza_5584369722906340216.jpg/170x170bb-85.jpg,393763536,"2017-11-21 18:17:17.307195","2017-11-21 18:17:17.307195"
830,"ワンピース フィルム ゴールド","映画",4000,JPY,"新世界の“怪物”が動き出す!!!物語の舞台は、世界中の名立たる海賊、海兵、大富豪たちが集う、世界最大のエンターテインメントシティ“グラン・テゾーロ”。そこでルフィたちの前に現れたのは、金の力で世界政府ですら容易く動かし、天竜人をも懐柔する絶対的な権力を持つ“黄金帝”ギルド・テゾーロ。豪華絢爛な街の裏ではテゾーロによる圧倒的な支配が渦巻き、ルフィたちはなすすべもなく街の非情なルールに飲み込まれていく。そんな中、テゾーロから天竜人への「史上最高額の天上金」の存在が明らかとなり、その支配力は世界を揺るがすほどの暴走をはじめていた。遂に動き出した新世界の“怪物”に、ざわめきはじめる世界政府、そして革命軍――。「自由とは、支配とは」この海を制するための答えを求め、ルフィたちの信念を懸けた闘いが幕を開けようとしていた。",,"宮元宏彰",http://is2.mzstatic.com/image/thumb/Video51/v4/cf/d4/a6/cfd4a6e8-eb94-ed25-8b94-1dab092ee580/One_Piece_Film_Gold.lsr/170x170bb-85.jpg,1180516663,"2017-11-21 18:17:17.315235","2017-11-21 18:17:17.315235"
831,"塔の上のラプンツェル（吹替版）","映画",2500,JPY,"深い森に囲まれた高い塔の上で18年間も暮らす少女ラプンツェル。魔法の髪を持つ彼女は、大泥棒フリンとの出会いによって、初めて外の世界に旅立つ。それは、彼女自身の秘密を解き明かす驚くべき冒険の始まりだった…。",,"ネイサン・グレノ & バイロン・ハワード",http://is4.mzstatic.com/image/thumb/Video/a4/e3/cf/mzl.xdlnphur.jpg/170x170bb-85.jpg,435900973,"2017-11-21 18:17:17.324090","2017-11-21 18:17:17.324090"
832,"マダム・イン・ニューヨーク(字幕版)","映画",2000,JPY,"シャシは、二人の子供と夫のために尽くす、ごく普通の主婦。彼女の悩みは、家族の中で自分だけ英語ができないこと。夫や子供たちにからかわれるたびに、傷ついていた。姪の結婚式の手伝いで一人NYへ旅立つも、英語ができず打ちひしがれてしまう。そんな彼女の目に飛び込んできたのは「4週間で英語が話せる」という英会話学校の広告。仲間とともに英語を学んでいくうちに、夫に頼るだけの主婦から、ひとりの人間としての自信を取り戻していく。しかし学校に行っている間に幼い息子がケガを負い、彼女は母親としての自覚や責任感に欠けていた自分を責め、卒業を目前に学校へ通うことを諦めてしまう。それでも学校の仲間たちは彼女とともに卒業しようと協力をするのだが、卒業試験の日が、姪の結婚式と重なり・・・。",,"ガウリ・シンデー",http://is5.mzstatic.com/image/thumb/Video3/v4/dc/9b/85/dc9b85d7-6cfb-49b7-bb9c-46a7649ebd1b/English_Vinglish.jpg/170x170bb-85.jpg,932804764,"2017-11-21 18:17:18.415376","2017-11-21 18:17:18.415376"
833,"Om Shanti Om","映画",300,JPY,"Om Prakash Makhija is a junior artiste in the film industry. He yearns to be a top star like Shantipriya, whom he admires and loves. One day, Om Prakash saves Shantipriya’s life while shooting for a film. Shantipriya feels obliged towards him. Top film producer Mukesh Mehra is married to Shantipriya but he is not prepared to go public with the marriage. When she tells him that she is carrying his child, he locks her in a studio and sets it on fire. Om Prakash is in the studio compound and all his efforts to save Shantipriya are futile. He dies thereafter. Shantipriya also breathes her last in the fire. On the same day Om Prakash expires in the hospital, a top star’s wife delivers a baby boy in the maternity ward of the same hospital. The baby boy, Om Kapoor, grows up to become a top star. As time passes, Om Kapoor gets visions of his past life till it is clear that he is Om Prakash Makhija reborn. Thirty years after Om Prakash and Shantipriya’s deaths, producer Mukesh – now called Mike because of his base having shifted to Hollywood – resurfaces. Om now seeks revenge on Mike by planning a film with him.",,"Farah Khan",http://is4.mzstatic.com/image/thumb/Video/v4/f7/aa/66/f7aa66c0-1460-5214-0913-099990d62ae4/EROS_OM.jpg/170x170bb-85.jpg,1109014746,"2017-11-21 18:17:18.422730","2017-11-21 18:17:18.422730"
